Age,PastEmployee,BusinessTravel,Department,DistanceFromHome,EducationField,EnvironmentSatisfaction,Gender,JobRole,MaritalStatus,MonthlyIncome,NumCompaniesWorked,OverTime
36,No,Travel_Frequently,Research & Development,18,Life Sciences,3,Male,Laboratory Technician,Married,3688,4,No
51,No,Travel_Rarely,Research & Development,2,Medical,4,Male,Manufacturing Director,Divorced,5482,5,No
28,No,Travel_Rarely,Research & Development,16,Medical,2,Male,Healthcare Representative,Single,5661,0,No
39,No,Travel_Rarely,Research & Development,1,Medical,3,Male,Healthcare Representative,Divorced,9613,0,No
36,No,Non-Travel,Research & Development,24,Life Sciences,2,Female,Laboratory Technician,Married,5674,7,No
38,No,Travel_Rarely,Research & Development,25,Life Sciences,1,Female,Research Director,Married,12061,3,No
58,No,Non-Travel,Research & Development,1,Life Sciences,4,Male,Healthcare Representative,Divorced,5660,2,Yes
31,No,Travel_Rarely,Research & Development,5,Technical Degree,3,Male,Research Scientist,Married,4821,0,Yes
45,No,Travel_Frequently,Research & Development,7,Life Sciences,1,Male,Laboratory Technician,Divorced,5210,1,No
31,No,Travel_Rarely,Research & Development,2,Life Sciences,3,Male,Research Scientist,Divorced,2695,0,Yes
33,No,Travel_Frequently,Research & Development,5,Life Sciences,4,Female,Manager,Married,11878,6,No
39,No,Travel_Rarely,Research & Development,10,Medical,3,Male,Manager,Married,17068,1,Yes
43,No,Travel_Frequently,Research & Development,10,Life Sciences,3,Female,Laboratory Technician,Single,2455,0,No
49,No,Travel_Rarely,Research & Development,1,Technical Degree,3,Female,Healthcare Representative,Single,13964,7,Yes
52,Yes,Travel_Rarely,Research & Development,8,Medical,3,Male,Research Scientist,Married,4941,2,No
27,No,Travel_Rarely,Research & Development,5,Life Sciences,3,Female,Research Scientist,Single,2478,1,Yes
32,No,Travel_Rarely,Research & Development,2,Medical,1,Female,Research Scientist,Single,5055,7,No
28,Yes,Travel_Rarely,Research & Development,2,Medical,1,Male,Research Scientist,Married,3464,5,Yes
30,No,Travel_Rarely,Research & Development,28,Medical,4,Female,Research Scientist,Married,5775,1,No
31,No,Travel_Frequently,Research & Development,7,Life Sciences,3,Female,Manufacturing Director,Married,8943,1,No
39,No,Travel_Frequently,Research & Development,7,Medical,3,Male,Manager,Married,19272,1,No
47,No,Travel_Rarely,Research & Development,5,Life Sciences,4,Male,Research Director,Married,18300,4,No
43,No,Travel_Frequently,Research & Development,10,Life Sciences,3,Female,Laboratory Technician,Divorced,5257,1,No
54,No,Travel_Frequently,Research & Development,20,Life Sciences,4,Female,Research Scientist,Single,4869,3,No
43,No,Travel_Rarely,Research & Development,7,Life Sciences,3,Female,Healthcare Representative,Married,9985,8,No
45,No,Travel_Rarely,Research & Development,8,Other,4,Male,Research Scientist,Married,3697,9,No
29,Yes,Travel_Rarely,Research & Development,8,Other,2,Male,Laboratory Technician,Married,2119,1,Yes
29,No,Travel_Rarely,Research & Development,9,Other,2,Male,Laboratory Technician,Single,3983,0,No
37,No,Travel_Rarely,Research & Development,5,Medical,4,Male,Manufacturing Director,Divorced,6347,7,No
38,No,Travel_Rarely,Research & Development,15,Life Sciences,3,Male,Research Director,Divorced,11510,0,Yes
31,No,Travel_Rarely,Research & Development,7,Medical,3,Female,Manufacturing Director,Single,7143,1,Yes
35,No,Travel_Rarely,Research & Development,5,Technical Degree,3,Male,Manufacturing Director,Single,8095,0,No
23,No,Travel_Rarely,Research & Development,26,Life Sciences,3,Male,Research Scientist,Divorced,2904,1,No
41,No,Travel_Rarely,Research & Development,6,Medical,4,Male,Manufacturing Director,Single,6032,6,Yes
42,No,Travel_Rarely,Research & Development,23,Life Sciences,1,Female,Research Director,Single,15992,2,No
32,No,Travel_Rarely,Research & Development,2,Medical,3,Female,Laboratory Technician,Married,2370,1,No
37,No,Travel_Rarely,Research & Development,6,Medical,3,Male,Research Scientist,Divorced,5974,4,Yes
42,No,Travel_Rarely,Research & Development,2,Other,1,Male,Healthcare Representative,Single,6781,3,No
57,No,Travel_Rarely,Research & Development,1,Medical,4,Male,Healthcare Representative,Married,6755,2,No
40,No,Travel_Rarely,Research & Development,10,Life Sciences,4,Female,Laboratory Technician,Married,2213,3,Yes
37,No,Travel_Rarely,Research & Development,10,Medical,3,Female,Laboratory Technician,Married,3452,6,No
46,No,Non-Travel,Research & Development,7,Medical,3,Female,Manufacturing Director,Married,5258,2,No
50,No,Travel_Rarely,Research & Development,10,Technical Degree,4,Male,Healthcare Representative,Single,10496,6,No
31,No,Travel_Rarely,Research & Development,9,Life Sciences,3,Male,Research Scientist,Single,2657,0,Yes
29,No,Travel_Rarely,Research & Development,23,Life Sciences,4,Male,Research Scientist,Single,2201,9,No
35,No,Travel_Rarely,Research & Development,9,Life Sciences,3,Male,Healthcare Representative,Single,6540,9,No
27,No,Travel_Rarely,Research & Development,1,Medical,4,Male,Laboratory Technician,Divorced,3816,1,No
49,No,Travel_Rarely,Research & Development,7,Other,2,Male,Healthcare Representative,Single,10965,8,No
36,No,Travel_Rarely,Research & Development,2,Life Sciences,4,Female,Research Scientist,Married,2543,4,No
55,No,Travel_Rarely,Research & Development,2,Life Sciences,3,Female,Manager,Single,16659,2,Yes
26,Yes,Travel_Frequently,Research & Development,3,Technical Degree,3,Male,Research Scientist,Single,3102,0,No
22,No,Travel_Rarely,Research & Development,11,Medical,1,Female,Research Scientist,Married,2244,1,No
30,Yes,Travel_Frequently,Research & Development,4,Technical Degree,3,Male,Research Scientist,Single,2285,9,Yes
37,No,Travel_Rarely,Research & Development,14,Life Sciences,4,Female,Laboratory Technician,Divorced,3034,1,No
42,No,Travel_Rarely,Research & Development,1,Life Sciences,2,Female,Laboratory Technician,Divorced,2576,3,No
37,No,Travel_Rarely,Research & Development,10,Life Sciences,3,Male,Manufacturing Director,Single,4197,2,Yes
43,No,Travel_Rarely,Research & Development,12,Life Sciences,1,Male,Research Director,Divorced,14336,1,No
40,No,Travel_Rarely,Research & Development,2,Medical,2,Female,Laboratory Technician,Married,3448,6,No
54,No,Travel_Rarely,Research & Development,5,Medical,1,Male,Research Director,Married,19406,4,No
31,No,Travel_Rarely,Research & Development,7,Medical,2,Female,Manufacturing Director,Married,4306,1,No
43,No,Travel_Frequently,Research & Development,21,Medical,4,Male,Laboratory Technician,Married,2258,7,No
43,No,Travel_Rarely,Research & Development,8,Other,3,Female,Healthcare Representative,Divorced,4522,4,Yes
37,No,Non-Travel,Research & Development,25,Medical,2,Female,Research Scientist,Married,4449,3,Yes
31,No,Travel_Rarely,Research & Development,1,Life Sciences,4,Male,Laboratory Technician,Married,2218,1,No
39,No,Travel_Frequently,Research & Development,1,Life Sciences,2,Male,Manager,Divorced,19197,1,Yes
28,No,Travel_Rarely,Research & Development,17,Medical,3,Male,Laboratory Technician,Divorced,4558,1,No
25,Yes,Travel_Rarely,Research & Development,3,Medical,1,Male,Laboratory Technician,Married,4031,5,No
52,No,Travel_Rarely,Research & Development,3,Medical,4,Male,Manufacturing Director,Married,7969,2,Yes
45,No,Travel_Rarely,Research & Development,10,Life Sciences,1,Male,Research Scientist,Married,2654,3,No
52,No,Travel_Rarely,Research & Development,4,Life Sciences,4,Female,Manager,Married,16555,2,No
42,No,Travel_Frequently,Research & Development,29,Life Sciences,1,Female,Research Scientist,Divorced,4556,2,No
30,No,Travel_Rarely,Research & Development,2,Life Sciences,3,Female,Manufacturing Director,Single,6091,2,No
60,No,Travel_Rarely,Research & Development,7,Life Sciences,1,Female,Manager,Married,19566,5,No
46,No,Travel_Rarely,Research & Development,18,Medical,3,Female,Manufacturing Director,Divorced,4810,2,No
42,No,Travel_Frequently,Research & Development,28,Technical Degree,4,Female,Healthcare Representative,Married,4523,0,No
38,No,Travel_Frequently,Research & Development,2,Life Sciences,4,Male,Laboratory Technician,Married,1702,1,Yes
26,No,Travel_Rarely,Research & Development,23,Life Sciences,1,Female,Research Scientist,Divorced,2886,1,No
30,No,Non-Travel,Research & Development,3,Life Sciences,3,Male,Laboratory Technician,Married,2097,4,No
29,No,Travel_Rarely,Research & Development,3,Medical,2,Male,Research Director,Married,11935,1,No
29,Yes,Travel_Rarely,Research & Development,25,Technical Degree,3,Female,Research Scientist,Married,2546,5,No
50,No,Travel_Rarely,Research & Development,29,Life Sciences,2,Male,Manager,Married,17046,0,No
30,No,Non-Travel,Research & Development,2,Medical,3,Female,Laboratory Technician,Single,2564,0,No
47,No,Travel_Rarely,Research & Development,2,Medical,1,Female,Manufacturing Director,Divorced,5070,5,No
46,No,Travel_Rarely,Research & Development,2,Life Sciences,1,Male,Research Director,Married,17861,6,No
35,No,Travel_Rarely,Research & Development,22,Life Sciences,4,Male,Laboratory Technician,Single,4230,0,No
54,No,Travel_Rarely,Research & Development,8,Life Sciences,3,Female,Laboratory Technician,Single,3780,7,No
34,No,Travel_Rarely,Research & Development,2,Life Sciences,4,Male,Research Scientist,Divorced,2768,3,No
31,No,Travel_Rarely,Research & Development,9,Life Sciences,3,Male,Manufacturing Director,Divorced,10648,1,No
33,Yes,Travel_Rarely,Research & Development,15,Medical,2,Male,Manager,Married,13610,7,Yes
33,Yes,Travel_Rarely,Research & Development,10,Medical,1,Male,Laboratory Technician,Divorced,3408,7,No
35,No,Travel_Rarely,Research & Development,16,Life Sciences,4,Male,Healthcare Representative,Married,7632,4,Yes
31,Yes,Travel_Frequently,Research & Development,20,Life Sciences,1,Male,Healthcare Representative,Married,9824,3,No
42,No,Travel_Frequently,Research & Development,5,Other,2,Male,Laboratory Technician,Married,2093,4,No
22,Yes,Travel_Frequently,Research & Development,4,Technical Degree,3,Male,Laboratory Technician,Single,3894,5,No
40,No,Travel_Rarely,Research & Development,6,Life Sciences,2,Female,Manufacturing Director,Single,13237,7,No
39,No,Travel_Frequently,Research & Development,8,Life Sciences,3,Female,Laboratory Technician,Married,3755,1,No
42,No,Travel_Rarely,Research & Development,24,Medical,4,Male,Manufacturing Director,Married,7406,1,Yes
29,No,Travel_Rarely,Research & Development,19,Technical Degree,4,Male,Manufacturing Director,Divorced,4262,4,No
33,No,Travel_Rarely,Research & Development,1,Medical,1,Female,Research Director,Divorced,16184,4,No
41,No,Non-Travel,Research & Development,2,Other,1,Female,Healthcare Representative,Single,6811,2,Yes
26,Yes,Travel_Rarely,Research & Development,24,Technical Degree,3,Male,Laboratory Technician,Single,2340,1,Yes
37,No,Travel_Rarely,Research & Development,1,Technical Degree,2,Female,Manufacturing Director,Single,7491,4,No
46,No,Travel_Frequently,Research & Development,18,Medical,1,Female,Healthcare Representative,Married,10527,5,No
52,No,Travel_Rarely,Research & Development,6,Technical Degree,4,Male,Research Scientist,Divorced,5577,3,Yes
38,No,Travel_Rarely,Research & Development,10,Medical,3,Female,Healthcare Representative,Married,9824,3,No
37,No,Travel_Rarely,Research & Development,1,Life Sciences,2,Female,Manufacturing Director,Married,6447,6,No
49,No,Travel_Rarely,Research & Development,18,Life Sciences,4,Male,Research Director,Divorced,19502,1,Yes
24,No,Travel_Rarely,Research & Development,23,Medical,2,Male,Research Scientist,Married,2725,1,Yes
24,No,Travel_Rarely,Research & Development,17,Other,4,Male,Laboratory Technician,Married,2127,1,No
24,Yes,Travel_Frequently,Research & Development,7,Life Sciences,1,Female,Laboratory Technician,Married,2886,1,Yes
34,No,Travel_Rarely,Research & Development,1,Life Sciences,2,Male,Research Scientist,Married,3622,1,Yes
35,No,Travel_Rarely,Research & Development,25,Other,1,Male,Laboratory Technician,Single,3681,4,No
27,No,Travel_Rarely,Research & Development,6,Medical,1,Female,Research Scientist,Divorced,2187,0,No
20,No,Travel_Rarely,Research & Development,1,Life Sciences,4,Female,Research Scientist,Single,2836,1,No
42,No,Travel_Rarely,Research & Development,2,Life Sciences,3,Female,Healthcare Representative,Married,4089,1,No
43,No,Travel_Rarely,Research & Development,6,Other,2,Male,Research Director,Divorced,16627,4,Yes
38,No,Travel_Rarely,Research & Development,1,Life Sciences,3,Female,Research Scientist,Single,2619,3,No
43,No,Travel_Frequently,Research & Development,9,Medical,4,Male,Laboratory Technician,Divorced,5679,3,Yes
48,No,Travel_Rarely,Research & Development,1,Life Sciences,4,Female,Manager,Married,15402,7,No
44,No,Travel_Rarely,Research & Development,3,Other,4,Male,Manager,Married,19513,4,Yes
22,No,Travel_Rarely,Research & Development,6,Medical,1,Male,Research Scientist,Married,2773,0,No
32,No,Travel_Rarely,Research & Development,9,Life Sciences,1,Female,Research Scientist,Married,6322,1,Yes
30,No,Travel_Frequently,Research & Development,3,Medical,3,Female,Research Scientist,Divorced,2083,1,No
34,No,Travel_Rarely,Research & Development,1,Life Sciences,2,Male,Research Scientist,Married,2691,1,No
26,No,Travel_Rarely,Research & Development,6,Life Sciences,3,Female,Laboratory Technician,Married,2659,1,Yes
37,No,Travel_Rarely,Research & Development,3,Other,3,Male,Manufacturing Director,Married,9434,1,No
35,No,Travel_Rarely,Research & Development,6,Life Sciences,2,Male,Research Scientist,Single,6646,1,No
33,No,Travel_Frequently,Research & Development,6,Life Sciences,3,Male,Healthcare Representative,Divorced,7725,3,No
36,No,Travel_Rarely,Research & Development,9,Medical,2,Male,Manufacturing Director,Divorced,8847,2,Yes
27,No,Travel_Rarely,Research & Development,3,Medical,1,Male,Research Scientist,Single,2045,0,No
20,Yes,Travel_Rarely,Research & Development,10,Medical,4,Male,Research Scientist,Single,1009,1,Yes
33,Yes,Travel_Frequently,Research & Development,3,Life Sciences,1,Male,Research Scientist,Single,3348,1,Yes
35,No,Non-Travel,Research & Development,3,Life Sciences,3,Male,Laboratory Technician,Married,1281,1,No
23,No,Travel_Rarely,Research & Development,4,Medical,1,Male,Research Scientist,Married,2819,2,No
29,No,Travel_Frequently,Research & Development,1,Life Sciences,2,Male,Research Scientist,Divorced,2720,1,No
37,No,Travel_Rarely,Research & Development,10,Life Sciences,4,Male,Research Scientist,Single,4680,3,No
50,No,Travel_Rarely,Research & Development,28,Medical,4,Male,Laboratory Technician,Married,3221,1,Yes
34,No,Travel_Rarely,Research & Development,9,Medical,4,Female,Healthcare Representative,Single,8621,1,No
39,No,Travel_Rarely,Research & Development,2,Technical Degree,4,Female,Healthcare Representative,Single,4553,1,No
38,No,Travel_Rarely,Research & Development,1,Life Sciences,2,Female,Healthcare Representative,Single,7625,0,No
27,No,Travel_Rarely,Research & Development,1,Life Sciences,3,Female,Manufacturing Director,Married,7412,1,No
32,No,Travel_Rarely,Research & Development,3,Life Sciences,3,Female,Research Director,Single,11159,3,No
53,No,Travel_Rarely,Research & Development,7,Life Sciences,3,Male,Research Director,Married,14814,3,No
27,No,Travel_Frequently,Research & Development,10,Life Sciences,4,Male,Manufacturing Director,Divorced,8793,1,No
28,Yes,Travel_Rarely,Research & Development,1,Life Sciences,1,Female,Research Scientist,Single,2216,7,Yes
36,No,Non-Travel,Research & Development,8,Life Sciences,1,Female,Research Director,Married,11713,9,No
38,No,Travel_Rarely,Research & Development,1,Life Sciences,3,Female,Manufacturing Director,Single,7861,4,Yes
44,No,Non-Travel,Research & Development,24,Medical,1,Male,Laboratory Technician,Single,3708,2,No
42,Yes,Travel_Frequently,Research & Development,19,Medical,3,Male,Research Scientist,Divorced,2759,6,Yes
34,No,Travel_Rarely,Research & Development,8,Medical,2,Female,Healthcare Representative,Single,6142,3,No
23,No,Travel_Rarely,Research & Development,9,Medical,2,Male,Laboratory Technician,Married,2500,1,No
56,No,Travel_Rarely,Research & Development,9,Medical,3,Male,Healthcare Representative,Married,11103,7,No
40,No,Travel_Rarely,Research & Development,2,Medical,4,Female,Research Scientist,Single,2342,0,Yes
27,No,Travel_Rarely,Research & Development,7,Medical,4,Female,Healthcare Representative,Single,6811,8,No
53,No,Travel_Rarely,Research & Development,6,Life Sciences,4,Male,Laboratory Technician,Single,2450,2,No
35,No,Non-Travel,Research & Development,2,Life Sciences,4,Female,Healthcare Representative,Divorced,5093,2,No
32,No,Travel_Frequently,Research & Development,24,Life Sciences,1,Male,Laboratory Technician,Married,5309,1,No
38,No,Travel_Rarely,Research & Development,2,Medical,4,Male,Research Scientist,Married,3057,6,Yes
34,No,Travel_Rarely,Research & Development,8,Life Sciences,2,Female,Manufacturing Director,Divorced,5121,3,No
33,Yes,Travel_Rarely,Research & Development,1,Other,4,Male,Research Scientist,Single,2686,1,Yes
23,No,Travel_Rarely,Research & Development,10,Medical,1,Male,Research Scientist,Single,3505,1,No
55,Yes,Travel_Rarely,Research & Development,2,Medical,4,Male,Manager,Married,19859,5,Yes
52,No,Non-Travel,Research & Development,19,Medical,4,Male,Research Scientist,Married,4258,0,No
26,No,Travel_Frequently,Research & Development,1,Life Sciences,1,Female,Laboratory Technician,Divorced,4364,3,No
29,No,Travel_Rarely,Research & Development,27,Medical,2,Female,Healthcare Representative,Married,4335,4,No
34,No,Travel_Rarely,Research & Development,1,Life Sciences,2,Female,Research Scientist,Single,3280,2,No
54,No,Travel_Rarely,Research & Development,19,Medical,4,Female,Manufacturing Director,Divorced,5485,9,Yes
37,No,Travel_Rarely,Research & Development,10,Life Sciences,4,Female,Research Scientist,Divorced,2782,0,Yes
38,No,Travel_Frequently,Research & Development,2,Life Sciences,1,Female,Manufacturing Director,Single,5980,6,Yes
34,No,Travel_Rarely,Research & Development,2,Medical,3,Female,Research Scientist,Single,4381,1,No
30,No,Travel_Rarely,Research & Development,1,Life Sciences,4,Male,Laboratory Technician,Married,3833,3,No
40,No,Travel_Frequently,Research & Development,2,Medical,3,Female,Healthcare Representative,Married,4244,1,No
42,No,Travel_Frequently,Research & Development,8,Life Sciences,2,Male,Manager,Divorced,18430,1,No
23,Yes,Travel_Rarely,Research & Development,6,Life Sciences,3,Male,Laboratory Technician,Married,1601,1,Yes
24,No,Non-Travel,Research & Development,9,Life Sciences,3,Male,Laboratory Technician,Divorced,2694,1,No
52,No,Travel_Rarely,Research & Development,11,Life Sciences,4,Female,Laboratory Technician,Married,3149,8,No
50,No,Travel_Rarely,Research & Development,2,Medical,3,Male,Research Director,Married,17639,5,No
29,Yes,Travel_Rarely,Research & Development,1,Life Sciences,2,Female,Laboratory Technician,Married,2319,1,Yes
33,No,Travel_Rarely,Research & Development,7,Medical,3,Male,Research Director,Married,11691,0,No
47,No,Travel_Rarely,Research & Development,2,Other,3,Female,Manager,Married,16752,1,Yes
36,No,Travel_Rarely,Research & Development,1,Other,3,Female,Manufacturing Director,Married,5228,0,No
29,No,Travel_Rarely,Research & Development,23,Life Sciences,3,Male,Research Scientist,Married,2700,1,No
58,Yes,Travel_Rarely,Research & Development,2,Life Sciences,4,Male,Research Director,Single,19246,7,Yes
35,No,Travel_Rarely,Research & Development,1,Life Sciences,4,Female,Research Scientist,Single,2506,3,No
42,No,Travel_Rarely,Research & Development,1,Life Sciences,4,Female,Manufacturing Director,Married,6062,9,Yes
28,Yes,Travel_Rarely,Research & Development,2,Medical,3,Male,Research Scientist,Single,4382,6,No
32,No,Travel_Rarely,Research & Development,4,Life Sciences,3,Female,Manufacturing Director,Married,6162,1,No
40,No,Travel_Frequently,Research & Development,16,Medical,1,Male,Laboratory Technician,Single,5094,6,No
30,No,Travel_Rarely,Research & Development,2,Medical,3,Female,Manufacturing Director,Single,6877,5,Yes
45,No,Travel_Rarely,Research & Development,2,Life Sciences,2,Female,Research Scientist,Single,2274,1,No
42,No,Travel_Rarely,Research & Development,29,Life Sciences,2,Male,Manufacturing Director,Married,4434,1,No
38,No,Travel_Frequently,Research & Development,12,Life Sciences,1,Male,Healthcare Representative,Divorced,6288,2,No
34,No,Travel_Frequently,Research & Development,16,Life Sciences,3,Female,Research Scientist,Single,2553,1,No
43,No,Travel_Rarely,Research & Development,14,Life Sciences,2,Male,Research Director,Married,17159,6,No
27,No,Travel_Rarely,Research & Development,5,Technical Degree,3,Male,Research Director,Divorced,12808,1,Yes
35,No,Travel_Rarely,Research & Development,7,Other,3,Male,Manufacturing Director,Single,10221,3,No
26,Yes,Travel_Frequently,Research & Development,5,Medical,3,Female,Research Scientist,Married,2366,1,Yes
27,No,Non-Travel,Research & Development,3,Medical,4,Male,Research Scientist,Married,1706,1,No
44,No,Travel_Rarely,Research & Development,4,Medical,4,Male,Healthcare Representative,Single,5933,9,No
25,No,Travel_Rarely,Research & Development,2,Medical,1,Male,Research Scientist,Single,3424,7,No
35,No,Travel_Rarely,Research & Development,27,Medical,3,Female,Research Scientist,Single,2559,1,No
30,No,Travel_Frequently,Research & Development,5,Life Sciences,2,Male,Research Scientist,Divorced,3761,9,No
32,No,Travel_Rarely,Research & Development,8,Medical,3,Female,Research Scientist,Married,5175,5,No
52,No,Travel_Frequently,Research & Development,25,Medical,3,Female,Manufacturing Director,Married,13826,3,No
22,No,Travel_Rarely,Research & Development,1,Life Sciences,4,Male,Manufacturing Director,Married,4775,6,No
44,No,Travel_Rarely,Research & Development,8,Life Sciences,1,Male,Laboratory Technician,Married,2818,2,Yes
42,No,Travel_Frequently,Research & Development,2,Medical,2,Male,Research Scientist,Single,2515,5,Yes
35,No,Travel_Rarely,Research & Development,9,Life Sciences,4,Female,Manufacturing Director,Married,10685,1,Yes
35,Yes,Travel_Frequently,Research & Development,25,Life Sciences,4,Female,Research Scientist,Divorced,2022,1,Yes
32,No,Non-Travel,Research & Development,1,Life Sciences,4,Male,Laboratory Technician,Divorced,2314,0,No
49,No,Travel_Rarely,Research & Development,1,Technical Degree,3,Female,Research Scientist,Married,3580,2,No
24,No,Non-Travel,Research & Development,4,Life Sciences,1,Male,Laboratory Technician,Married,3162,0,No
42,No,Travel_Rarely,Research & Development,3,Life Sciences,3,Female,Laboratory Technician,Married,5231,2,Yes
31,No,Travel_Rarely,Research & Development,11,Life Sciences,4,Male,Research Scientist,Married,2356,3,Yes
35,No,Travel_Rarely,Research & Development,25,Technical Degree,4,Male,Manufacturing Director,Married,10903,3,No
53,No,Travel_Rarely,Research & Development,23,Life Sciences,4,Female,Research Director,Single,14275,6,No
43,No,Travel_Frequently,Research & Development,1,Life Sciences,4,Female,Healthcare Representative,Married,5562,4,No
50,No,Non-Travel,Research & Development,2,Life Sciences,1,Male,Manager,Divorced,17924,1,No
32,Yes,Travel_Rarely,Research & Development,25,Life Sciences,1,Male,Laboratory Technician,Single,2795,1,Yes
29,No,Travel_Rarely,Research & Development,7,Medical,1,Female,Laboratory Technician,Divorced,2532,6,No
44,No,Travel_Rarely,Research & Development,9,Life Sciences,2,Male,Research Scientist,Married,2559,1,Yes
58,Yes,Travel_Frequently,Research & Development,2,Life Sciences,4,Male,Laboratory Technician,Divorced,2380,9,Yes
43,No,Travel_Rarely,Research & Development,8,Life Sciences,1,Female,Manufacturing Director,Divorced,4765,4,No
21,Yes,Travel_Rarely,Research & Development,18,Other,4,Female,Research Scientist,Single,2693,1,No
36,No,Travel_Rarely,Research & Development,14,Life Sciences,3,Male,Healthcare Representative,Married,6586,0,Yes
22,Yes,Travel_Rarely,Research & Development,3,Life Sciences,2,Female,Manufacturing Director,Married,4171,0,Yes
41,Yes,Travel_Rarely,Research & Development,2,Life Sciences,2,Female,Laboratory Technician,Divorced,2778,4,Yes
28,No,Travel_Rarely,Research & Development,9,Medical,3,Female,Research Scientist,Divorced,2377,5,No
39,Yes,Travel_Rarely,Research & Development,6,Medical,4,Male,Laboratory Technician,Married,2404,7,Yes
27,No,Travel_Rarely,Research & Development,4,Life Sciences,2,Female,Research Scientist,Single,2318,1,No
34,No,Travel_Rarely,Research & Development,10,Life Sciences,2,Male,Laboratory Technician,Divorced,2008,1,No
33,No,Travel_Rarely,Research & Development,1,Other,3,Male,Research Scientist,Single,2799,3,Yes
58,No,Travel_Rarely,Research & Development,5,Technical Degree,3,Female,Healthcare Representative,Divorced,10552,2,Yes
35,No,Travel_Rarely,Research & Development,21,Life Sciences,4,Female,Healthcare Representative,Married,4014,1,Yes
49,No,Travel_Rarely,Research & Development,8,Other,1,Female,Laboratory Technician,Married,7403,4,No
48,No,Travel_Rarely,Research & Development,20,Medical,4,Male,Research Scientist,Married,2259,4,No
36,No,Travel_Rarely,Research & Development,7,Other,2,Male,Research Scientist,Single,4678,2,No
38,No,Travel_Rarely,Research & Development,1,Technical Degree,4,Female,Research Director,Married,13582,1,No
32,No,Non-Travel,Research & Development,1,Life Sciences,3,Female,Laboratory Technician,Married,2332,6,No
41,No,Travel_Rarely,Research & Development,6,Medical,4,Male,Laboratory Technician,Single,4721,2,Yes
36,No,Travel_Rarely,Research & Development,2,Medical,3,Male,Laboratory Technician,Single,2519,4,No
20,Yes,Travel_Rarely,Research & Development,4,Technical Degree,1,Male,Laboratory Technician,Single,2973,1,No
31,No,Travel_Rarely,Research & Development,12,Medical,4,Female,Healthcare Representative,Married,5855,0,Yes
40,No,Travel_Frequently,Research & Development,9,Medical,4,Male,Research Scientist,Divorced,3617,8,Yes
32,No,Travel_Rarely,Research & Development,3,Medical,3,Female,Manufacturing Director,Married,6725,1,No
33,No,Travel_Rarely,Research & Development,1,Life Sciences,2,Female,Healthcare Representative,Single,6949,0,No
45,No,Non-Travel,Research & Development,4,Life Sciences,3,Male,Laboratory Technician,Married,4447,1,No
52,No,Travel_Rarely,Research & Development,1,Life Sciences,4,Male,Manager,Married,17099,2,No
58,Yes,Travel_Rarely,Research & Development,2,Technical Degree,4,Male,Research Scientist,Single,2479,4,No
47,No,Travel_Frequently,Research & Development,16,Medical,3,Male,Manufacturing Director,Divorced,5067,1,Yes
31,Yes,Non-Travel,Research & Development,9,Medical,3,Male,Research Scientist,Single,2321,0,Yes
29,Yes,Travel_Rarely,Research & Development,10,Life Sciences,4,Female,Research Scientist,Single,2404,6,Yes
33,No,Travel_Rarely,Research & Development,13,Life Sciences,2,Female,Research Scientist,Single,3452,3,No
45,No,Travel_Rarely,Research & Development,1,Medical,4,Female,Laboratory Technician,Divorced,2270,3,No
50,No,Travel_Rarely,Research & Development,1,Medical,4,Male,Research Director,Divorced,17399,9,No
33,No,Travel_Frequently,Research & Development,1,Other,3,Female,Healthcare Representative,Married,5488,1,Yes
41,No,Travel_Frequently,Research & Development,9,Medical,1,Male,Research Director,Divorced,19419,2,No
27,No,Travel_Rarely,Research & Development,16,Technical Degree,3,Female,Laboratory Technician,Married,2811,9,No
45,No,Non-Travel,Research & Development,23,Life Sciences,4,Male,Laboratory Technician,Married,3633,1,Yes
30,Yes,Travel_Rarely,Research & Development,22,Life Sciences,1,Female,Research Scientist,Married,2132,4,Yes
50,No,Travel_Rarely,Research & Development,24,Life Sciences,4,Male,Manufacturing Director,Married,13973,3,Yes
38,No,Travel_Frequently,Research & Development,10,Medical,3,Male,Research Scientist,Married,2684,0,No
46,No,Travel_Rarely,Research & Development,7,Medical,4,Male,Manufacturing Director,Divorced,10845,6,No
24,No,Travel_Rarely,Research & Development,17,Medical,4,Female,Manufacturing Director,Divorced,4377,1,No
35,Yes,Travel_Rarely,Research & Development,14,Other,3,Male,Laboratory Technician,Divorced,3743,1,Yes
31,No,Travel_Frequently,Research & Development,1,Life Sciences,3,Female,Manufacturing Director,Married,4148,1,No
18,No,Non-Travel,Research & Development,5,Life Sciences,2,Male,Research Scientist,Single,1051,1,No
54,No,Travel_Rarely,Research & Development,17,Technical Degree,3,Female,Manufacturing Director,Married,10739,8,No
35,No,Travel_Rarely,Research & Development,25,Medical,3,Female,Healthcare Representative,Divorced,10388,1,Yes
30,No,Travel_Rarely,Research & Development,8,Life Sciences,2,Female,Research Director,Married,11416,0,Yes
20,Yes,Travel_Rarely,Research & Development,11,Medical,4,Female,Research Scientist,Single,2600,1,Yes
30,Yes,Travel_Frequently,Research & Development,5,Medical,2,Female,Laboratory Technician,Single,2422,0,No
26,No,Travel_Rarely,Research & Development,2,Medical,4,Male,Manufacturing Director,Married,5472,1,No
22,No,Travel_Rarely,Research & Development,8,Life Sciences,2,Male,Laboratory Technician,Married,2451,1,No
